-----------------------------------------------------------------------------------------------------------------------------

Elevation report for the  watershed     1/1/0001 10:22:35 PM     10/17/2025 12:00:00 AM

-----------------------------------------------------------------------------------------------------------------------------


Statistics:: All elevations reported in meters
-----------

  Min.    Elevation: 1117
  Max.    Elevation: 4070
  Mean.   Elevation: 1688.44240796514
  Std.    Deviation: 551.400668896545

                    Elevation          % Area Below Elevation         % Area Watershed

                    1526                     32.81                     .13
                    1527                     32.95                     .14
                    1528                     33.09                     .14
                    1529                     33.25                     .15
                    1530                     33.4                      .15
                    1531                     33.55                     .15
                    1532                     33.67                     .12
                    1533                     33.84                     .18
                    1534                     33.96                     .12
                    1535                     34.11                     .15
                    1536                     34.26                     .14
                    1537                     34.38                     .13
                    1538                     34.5                      .12
                    1539                     34.63                     .13
                    1540                     34.77                     .14
                    1541                     34.9                      .13
                    1542                     35                        .1
                    1543                     35.12                     .12
                    1544                     35.24                     .11
                    1545                     35.36                     .12
                    1546                     35.48                     .12
                    1547                     35.6                      .13
                    1548                     35.72                     .12
                    1549                     35.85                     .13
                    1550                     35.99                     .14
                    1551                     36.12                     .12
                    1552                     36.23                     .12
                    1553                     36.34                     .11
                    1554                     36.46                     .12
                    1555                     36.54                     .08
                    1556                     36.65                     .1
                    1557                     36.77                     .13
                    1558                     36.89                     .12
                    1559                     37.02                     .14
                    1560                     37.14                     .11
                    1561                     37.27                     .13
                    1562                     37.36                     .1
                    1563                     37.52                     .16
                    1564                     37.63                     .1
                    1565                     37.76                     .13
                    1566                     37.88                     .12
                    1567                     38.02                     .14
                    1568                     38.15                     .13
                    1569                     38.28                     .13
                    1570                     38.4                      .12
                    1571                     38.52                     .12
                    1572                     38.65                     .13
                    1573                     38.77                     .13
                    1574                     38.91                     .14
                    1575                     39.05                     .14
                    1576                     39.18                     .14
                    1577                     39.29                     .11
                    1578                     39.41                     .12
                    1579                     39.55                     .13
                    1580                     39.69                     .14
                    1581                     39.83                     .14
                    1582                     39.95                     .12
                    1583                     40.06                     .11
                    1584                     40.2                      .14
                    1585                     40.36                     .16
                    1586                     40.48                     .12
                    1587                     40.58                     .1
                    1588                     40.72                     .14
                    1589                     40.85                     .13
                    1590                     40.99                     .15
                    1591                     41.13                     .13
                    1592                     41.25                     .12
                    1593                     41.36                     .12
                    1594                     41.5                      .13
                    1595                     41.62                     .13
                    1596                     41.76                     .14
                    1597                     41.86                     .11
                    1598                     41.99                     .13
                    1599                     42.13                     .13
                    1600                     42.23                     .11
                    1601                     42.38                     .14
                    1602                     42.52                     .14
                    1603                     42.6                      .09
                    1604                     42.72                     .12
                    1605                     42.87                     .15
                    1606                     42.99                     .12
                    1607                     43.13                     .15
                    1608                     43.27                     .13
                    1609                     43.41                     .14
                    1610                     43.53                     .12
                    1611                     43.65                     .13
                    1612                     43.83                     .18
                    1613                     43.94                     .11
                    1614                     44.09                     .14
                    1615                     44.25                     .16
                    1616                     44.38                     .13
                    1617                     44.51                     .13
                    1618                     44.64                     .13
                    1619                     44.77                     .13
                    1620                     44.95                     .19
                    1621                     45.13                     .17
                    1622                     45.27                     .14
                    1623                     45.42                     .15
                    1624                     45.58                     .15
                    1625                     45.72                     .14
                    1626                     45.86                     .14
                    1627                     46.05                     .19
                    1628                     46.2                      .15
                    1629                     46.35                     .15
                    1630                     46.48                     .13
                    1631                     46.63                     .15
                    1632                     46.78                     .15
                    1633                     46.93                     .15
                    1634                     47.06                     .13
                    1635                     47.2                      .14
                    1636                     47.33                     .13
                    1637                     47.48                     .15
                    1638                     47.6                      .12
                    1639                     47.73                     .13
                    1640                     47.88                     .15
                    1641                     48.01                     .13
                    1642                     48.15                     .14
                    1643                     48.33                     .18
                    1644                     48.47                     .14
                    1645                     48.61                     .14
                    1646                     48.74                     .13
                    1647                     48.88                     .14
                    1648                     49                        .12
                    1649                     49.16                     .17
                    1650                     49.29                     .13
                    1651                     49.45                     .16
                    1652                     49.56                     .12
                    1653                     49.67                     .11
                    1654                     49.81                     .14
                    1655                     49.94                     .13
                    1656                     50.07                     .13
                    1657                     50.17                     .11
                    1658                     50.3                      .13
                    1659                     50.41                     .11
                    1660                     50.53                     .13
                    1661                     50.65                     .11
                    1662                     50.73                     .08
                    1663                     50.83                     .1
                    1664                     50.97                     .14
                    1665                     51.1                      .14
                    1666                     51.21                     .1
                    1667                     51.33                     .12
                    1668                     51.42                     .09
                    1669                     51.55                     .13
                    1670                     51.65                     .1
                    1671                     51.77                     .12
                    1672                     51.89                     .12
                    1673                     52.03                     .14
                    1674                     52.15                     .12
                    1675                     52.26                     .11
                    1676                     52.35                     .09
                    1677                     52.46                     .11
                    1678                     52.57                     .12
                    1679                     52.68                     .1
                    1680                     52.79                     .11
                    1681                     52.94                     .14
                    1682                     53.03                     .09
                    1683                     53.15                     .12
                    1684                     53.27                     .12
                    1685                     53.38                     .11
                    1686                     53.49                     .11
                    1687                     53.58                     .08
                    1688                     53.71                     .14
                    1689                     53.85                     .14
                    1690                     53.95                     .1
                    1691                     54.05                     .11
                    1692                     54.16                     .1
                    1693                     54.28                     .12
                    1694                     54.41                     .13
                    1695                     54.53                     .12
                    1696                     54.67                     .14
                    1697                     54.86                     .19
                    1698                     54.99                     .13
                    1699                     55.1                      .11
                    1700                     55.24                     .14
                    1701                     55.37                     .13
                    1702                     55.5                      .12
                    1703                     55.6                      .1
                    1704                     55.75                     .15
                    1705                     55.94                     .19
                    1706                     56.1                      .16
                    1707                     56.24                     .14
                    1708                     56.39                     .14
                    1709                     56.54                     .15
                    1710                     56.66                     .12
                    1711                     56.78                     .12
                    1712                     56.91                     .12
                    1713                     57.03                     .13
                    1714                     57.15                     .12
                    1715                     57.25                     .1
                    1716                     57.38                     .13
                    1717                     57.5                      .12
                    1718                     57.62                     .12
                    1719                     57.75                     .14
                    1720                     57.9                      .14
                    1721                     58.03                     .13
                    1722                     58.14                     .11
                    1723                     58.25                     .11
                    1724                     58.38                     .13
                    1725                     58.49                     .11
                    1726                     58.64                     .15
                    1727                     58.78                     .14
                    1728                     58.89                     .11
                    1729                     58.99                     .1
                    1730                     59.09                     .1
                    1731                     59.22                     .13
                    1732                     59.35                     .12
                    1733                     59.47                     .12
                    1734                     59.58                     .11
                    1735                     59.74                     .15
                    1736                     59.85                     .11
                    1737                     59.99                     .14
                    1738                     60.1                      .12
                    1739                     60.21                     .11
                    1740                     60.37                     .16
                    1741                     60.5                      .13
                    1742                     60.64                     .14
                    1743                     60.75                     .12
                    1744                     60.91                     .16
                    1745                     61.04                     .12
                    1746                     61.16                     .12
                    1747                     61.31                     .15
                    1748                     61.46                     .15
                    1749                     61.6                      .14
                    1750                     61.76                     .16
                    1751                     61.89                     .14
                    1752                     62.07                     .18
                    1753                     62.22                     .15
                    1754                     62.33                     .11
                    1755                     62.45                     .12
                    1756                     62.56                     .11
                    1757                     62.72                     .16
                    1758                     62.87                     .15
                    1759                     63                        .13
                    1760                     63.16                     .16
                    1761                     63.29                     .13
                    1762                     63.42                     .13
                    1763                     63.58                     .16
                    1764                     63.72                     .14
                    1765                     63.87                     .15
                    1766                     64.03                     .15
                    1767                     64.18                     .15
                    1768                     64.31                     .14
                    1769                     64.44                     .12
                    1770                     64.57                     .13
                    1771                     64.71                     .14
                    1772                     64.82                     .11
                    1773                     64.99                     .17
                    1774                     65.11                     .12
                    1775                     65.27                     .15
                    1776                     65.38                     .11
                    1777                     65.51                     .13
                    1778                     65.64                     .13
                    1779                     65.77                     .13
                    1780                     65.88                     .12
                    1781                     66.02                     .13
                    1782                     66.16                     .14
                    1783                     66.29                     .13
                    1784                     66.43                     .14
                    1785                     66.55                     .12
                    1786                     66.7                      .15
                    1787                     66.87                     .17
                    1788                     67.03                     .16
                    1789                     67.16                     .13
                    1790                     67.32                     .16
                    1791                     67.47                     .15
                    1792                     67.61                     .14
                    1793                     67.75                     .14
                    1794                     67.9                      .15
                    1795                     68.06                     .16
                    1796                     68.17                     .1
                    1797                     68.31                     .14
                    1798                     68.42                     .11
                    1799                     68.58                     .16
                    1800                     68.7                      .12
                    1801                     68.86                     .15
                    1802                     68.98                     .12
                    1803                     69.08                     .1
                    1804                     69.2                      .12
                    1805                     69.31                     .12
                    1806                     69.41                     .09
                    1807                     69.5                      .09
                    1808                     69.62                     .12
                    1809                     69.75                     .13
                    1810                     69.83                     .08
                    1811                     69.97                     .13
                    1812                     70.08                     .12
                    1813                     70.2                      .12
                    1814                     70.31                     .11
                    1815                     70.44                     .13
                    1816                     70.57                     .14
                    1817                     70.67                     .1
                    1818                     70.8                      .13
                    1819                     70.91                     .11
                    1820                     71                        .09
                    1821                     71.12                     .12
                    1822                     71.22                     .1
                    1823                     71.34                     .12
                    1824                     71.42                     .09
                    1825                     71.54                     .12
                    1826                     71.65                     .11
                    1827                     71.77                     .12
                    1828                     71.87                     .1
                    1829                     71.96                     .09
                    1830                     72.07                     .1
                    1831                     72.17                     .11
                    1832                     72.29                     .12
                    1833                     72.41                     .12
                    1834                     72.5                      .09
                    1835                     72.58                     .08
                    1836                     72.68                     .11
                    1837                     72.78                     .1
                    1838                     72.88                     .1
                    1839                     73                        .11
                    1840                     73.08                     .08
                    1841                     73.2                      .12
                    1842                     73.3                      .1
                    1843                     73.4                      .1
                    1844                     73.5                      .1
                    1845                     73.59                     .09
                    1846                     73.69                     .1
                    1847                     73.78                     .09
                    1848                     73.87                     .09
                    1849                     73.97                     .1
                    1850                     74.06                     .09
                    1851                     74.17                     .11
                    1852                     74.25                     .09
                    1853                     74.37                     .12
                    1854                     74.45                     .08
                    1855                     74.52                     .07
                    1856                     74.61                     .09
                    1857                     74.69                     .08
                    1858                     74.79                     .09
                    1859                     74.88                     .09
                    1860                     74.94                     .06
                    1861                     75.03                     .08
                    1862                     75.12                     .09
                    1863                     75.24                     .12
                    1864                     75.34                     .1
                    1865                     75.43                     .09
                    1866                     75.51                     .07
                    1867                     75.62                     .12
                    1868                     75.7                      .08
                    1869                     75.8                      .11
                    1870                     75.89                     .08
                    1871                     75.98                     .09
                    1872                     76.07                     .09
                    1873                     76.15                     .08
                    1874                     76.23                     .08
                    1875                     76.31                     .08
                    1876                     76.42                     .11
                    1877                     76.53                     .11
                    1878                     76.61                     .08
                    1879                     76.71                     .1
                    1880                     76.79                     .08
                    1881                     76.87                     .08
                    1882                     76.99                     .12
                    1883                     77.07                     .08
                    1884                     77.16                     .09
                    1885                     77.29                     .13
                    1886                     77.4                      .1
                    1887                     77.49                     .09
                    1888                     77.58                     .09
                    1889                     77.68                     .09
                    1890                     77.77                     .09
                    1891                     77.86                     .09
                    1892                     77.97                     .11
                    1893                     78.07                     .1
                    1894                     78.18                     .11
                    1895                     78.3                      .11
                    1896                     78.37                     .08
                    1897                     78.51                     .14
                    1898                     78.61                     .1
                    1899                     78.67                     .06
                    1900                     78.78                     .11
                    1901                     78.89                     .1
                    1902                     78.98                     .1
                    1903                     79.09                     .1
                    1904                     79.19                     .1
                    1905                     79.29                     .1
                    1906                     79.39                     .1
                    1907                     79.47                     .08
                    1908                     79.55                     .09
                    1909                     79.63                     .08
                    1910                     79.77                     .13
                    1911                     79.87                     .1
                    1912                     79.95                     .09
                    1913                     80.04                     .08
                    1914                     80.11                     .08
                    1915                     80.21                     .09
                    1916                     80.32                     .11
                    1917                     80.41                     .09
                    1918                     80.51                     .11
                    1919                     80.59                     .08
                    1920                     80.72                     .13
                    1921                     80.81                     .08
                    1922                     80.89                     .09
                    1923                     81.01                     .12
                    1924                     81.12                     .1
                    1925                     81.2                      .08
                    1926                     81.31                     .11
                    1927                     81.39                     .09
                    1928                     81.51                     .12
                    1929                     81.62                     .11
                    1930                     81.71                     .09
                    1931                     81.78                     .08
                    1932                     81.89                     .11
                    1933                     81.98                     .09
                    1934                     82.09                     .11
                    1935                     82.17                     .08
                    1936                     82.29                     .12
                    1937                     82.41                     .12
                    1938                     82.51                     .1
                    1939                     82.63                     .11
                    1940                     82.73                     .1
                    1941                     82.84                     .11
                    1942                     82.93                     .09
                    1943                     83.04                     .11
                    1944                     83.13                     .09
                    1945                     83.24                     .11
                    1946                     83.37                     .13
                    1947                     83.52                     .15
                    1948                     83.65                     .13
                    1949                     83.75                     .1
                    1950                     83.86                     .11
                    1951                     83.95                     .09
                    1952                     84.04                     .09
                    1953                     84.14                     .1
                    1954                     84.26                     .12
                    1955                     84.37                     .11
                    1956                     84.5                      .13
                    1957                     84.57                     .08
                    1958                     84.69                     .12
                    1959                     84.8                      .1
                    1960                     84.91                     .12
                    1961                     85.02                     .11
                    1962                     85.16                     .14
                    1963                     85.26                     .1
                    1964                     85.37                     .11
                    1965                     85.5                      .13
                    1966                     85.65                     .15
                    1967                     85.78                     .12
                    1968                     85.86                     .09
                    1969                     85.95                     .09
                    1970                     86.05                     .1
                    1971                     86.16                     .11
                    1972                     86.24                     .08
                    1973                     86.33                     .1
                    1974                     86.44                     .11
                    1975                     86.57                     .12
                    1976                     86.68                     .12
                    1977                     86.77                     .09
                    1978                     86.86                     .1
                    1979                     86.96                     .1
                    1980                     87.08                     .12
                    1981                     87.16                     .09
                    1982                     87.26                     .1
                    1983                     87.36                     .1
                    1984                     87.48                     .11
                    1985                     87.59                     .11
                    1986                     87.71                     .12
                    1987                     87.81                     .11
                    1988                     87.9                      .09
                    1989                     87.98                     .08
                    1990                     88.07                     .09
                    1991                     88.17                     .1
                    1992                     88.23                     .06
                    1993                     88.32                     .08
                    1994                     88.39                     .07
                    1995                     88.45                     .06
                    1996                     88.53                     .08
                    1997                     88.63                     .1
                    1998                     88.7                      .07
                    1999                     88.77                     .07
                    2000                     88.85                     .08
                    2001                     88.92                     .07
                    2002                     89                        .08
                    2003                     89.08                     .08
                    2004                     89.14                     .06
                    2005                     89.2                      .06
                    2006                     89.29                     .09
                    2007                     89.35                     .06
                    2008                     89.42                     .07
                    2009                     89.48                     .06
                    2010                     89.54                     .07
                    2011                     89.6                      .06
                    2012                     89.65                     .05
                    2013                     89.72                     .07
                    2014                     89.79                     .07
                    2015                     89.85                     .06
                    2016                     89.89                     .04
                    2017                     89.94                     .05
                    2018                     90                        .06
                    2019                     90.06                     .06
                    2020                     90.11                     .05
                    2021                     90.19                     .08
                    2022                     90.26                     .07
                    2023                     90.32                     .06
                    2024                     90.38                     .06
                    2025                     90.42                     .04
                    2026                     90.47                     .05
                    2027                     90.53                     .06
                    2028                     90.59                     .05
                    2029                     90.64                     .05
                    2030                     90.69                     .05
                    2031                     90.77                     .08
                    2032                     90.84                     .07
                    2033                     90.9                      .06
                    2034                     90.95                     .05
                    2035                     90.98                     .03
                    2036                     91.03                     .05
                    2037                     91.08                     .05
                    2038                     91.13                     .05
                    2039                     91.18                     .05
                    2040                     91.24                     .06
                    2041                     91.29                     .05
                    2042                     91.34                     .05
                    2043                     91.37                     .04
                    2044                     91.44                     .06
                    2045                     91.49                     .05
                    2046                     91.55                     .06
                    2047                     91.58                     .03
                    2048                     91.64                     .06
                    2049                     91.69                     .05
                    2050                     91.74                     .05
                    2051                     91.8                      .06
                    2052                     91.84                     .04
                    2053                     91.89                     .05
                    2054                     91.92                     .04
                    2055                     91.94                     .02
                    2056                     91.99                     .04
                    2057                     92.02                     .04
                    2058                     92.05                     .03
                    2059                     92.11                     .05
                    2060                     92.14                     .04
                    2061                     92.19                     .05
                    2062                     92.23                     .04
                    2063                     92.27                     .05
                    2064                     92.31                     .03
                    2065                     92.37                     .06
                    2066                     92.4                      .03
                    2067                     92.45                     .05
                    2068                     92.47                     .03
                    2069                     92.52                     .05
                    2070                     92.55                     .03
                    2071                     92.58                     .03
                    2072                     92.6                      .03
                    2073                     92.64                     .03
                    2074                     92.66                     .02
                    2075                     92.69                     .03
                    2076                     92.72                     .03
                    2077                     92.75                     .03
                    2078                     92.79                     .04
                    2079                     92.82                     .03
                    2080                     92.85                     .03
                    2081                     92.88                     .02
                    2082                     92.9                      .03
                    2083                     92.94                     .04
                    2084                     92.97                     .03
                    2085                     93                        .02
                    2086                     93.03                     .03
                    2087                     93.05                     .03
                    2088                     93.09                     .04
                    2089                     93.11                     .01
                    2090                     93.14                     .03
                    2091                     93.16                     .03
                    2092                     93.2                      .04
                    2093                     93.22                     .02
                    2094                     93.24                     .02
                    2095                     93.27                     .02
                    2096                     93.29                     .02
                    2097                     93.31                     .03
                    2098                     93.35                     .03
                    2099                     93.37                     .03
                    2100                     93.4                      .03
                    2101                     93.44                     .04
                    2102                     93.47                     .03
                    2103                     93.49                     .02
                    2104                     93.51                     .02
                    2105                     93.54                     .03
                    2106                     93.55                     .01
                    2107                     93.58                     .03
                    2108                     93.61                     .03
                    2109                     93.65                     .04
                    2110                     93.68                     .03
                    2111                     93.7                      .02
                    2112                     93.72                     .02
                    2113                     93.75                     .03
                    2114                     93.8                      .05
                    2115                     93.83                     .03
                    2116                     93.85                     .02
                    2117                     93.87                     .03
                    2118                     93.91                     .04
